"index","Type","subcategory"
48567,"Fire","FIRE ALARM"
48568,"Fire","FIRE INVESTIGATION"
48569,"EMS","ALTERED MENTAL STATUS"
48570,"EMS","SYNCOPAL EPISODE"
48571,"EMS","SEIZURES"
48572,"EMS","CVA/STROKE"
48573,"EMS","GENERAL WEAKNESS"
48574,"EMS","UNKNOWN MEDICAL EMERGENCY"
48575,"Traffic","DISABLED VEHICLE -"
48576,"EMS","SEIZURES"
48577,"EMS","SEIZURES"
48578,"Traffic","DISABLED VEHICLE -"
48579,"EMS","VEHICLE ACCIDENT"
48580,"Fire","VEHICLE ACCIDENT"
48581,"Traffic","VEHICLE ACCIDENT -"
48582,"Traffic","DISABLED VEHICLE -"
48583,"EMS","NAUSEA/VOMITING"
48584,"Traffic","DISABLED VEHICLE -"
48585,"EMS","NAUSEA/VOMITING"
48586,"EMS","RESPIRATORY EMERGENCY"
48587,"Fire","FIRE ALARM"
48588,"EMS","HEAD INJURY"
48589,"EMS","MEDICAL ALERT ALARM"
48590,"Traffic","VEHICLE ACCIDENT -"
48591,"Traffic","VEHICLE ACCIDENT -"
48592,"Traffic","ROAD OBSTRUCTION -"
48593,"Fire","FIRE ALARM"
48594,"Traffic","DISABLED VEHICLE -"
48595,"Traffic","DISABLED VEHICLE -"
48596,"Fire","FIRE SPECIAL SERVICE"
48597,"Fire","FIRE ALARM"
48598,"EMS","CARDIAC EMERGENCY"
48599,"EMS","RESPIRATORY EMERGENCY"
48600,"EMS","ABDOMINAL PAINS"
48601,"EMS","RESPIRATORY EMERGENCY"
48602,"Traffic","DISABLED VEHICLE -"
48603,"Traffic","VEHICLE ACCIDENT -"
48604,"EMS","CARDIAC ARREST"
48605,"EMS","DIABETIC EMERGENCY"
48606,"EMS","GENERAL WEAKNESS"
48607,"Traffic","VEHICLE ACCIDENT -"
48608,"EMS","HEMORRHAGING"
48609,"EMS","HEMORRHAGING"
48610,"EMS","SUBJECT IN PAIN"
48611,"Traffic","ROAD OBSTRUCTION -"
48612,"EMS","ALTERED MENTAL STATUS"
48613,"EMS","ALLERGIC REACTION"
48614,"EMS","HEMORRHAGING"
48615,"EMS","UNKNOWN MEDICAL EMERGENCY"
48616,"EMS","CARDIAC EMERGENCY"
48617,"EMS","FALL VICTIM"
48618,"EMS","SUBJECT IN PAIN"
48619,"Traffic","DISABLED VEHICLE -"
48620,"EMS","RESPIRATORY EMERGENCY"
48621,"EMS","UNCONSCIOUS SUBJECT"
48622,"Fire","BUILDING FIRE"
48623,"EMS","BUILDING FIRE"
48624,"EMS","UNKNOWN MEDICAL EMERGENCY"
48625,"Traffic","VEHICLE ACCIDENT -"
48626,"EMS","VEHICLE ACCIDENT"
48627,"Traffic","VEHICLE ACCIDENT -"
48628,"EMS","BACK PAINS/INJURY"
48629,"EMS","DIZZINESS"
48630,"Fire","FIRE ALARM"
48631,"EMS","SEIZURES"
48632,"Traffic","VEHICLE ACCIDENT -"
48633,"EMS","SUBJECT IN PAIN"
48634,"Traffic","ROAD OBSTRUCTION -"
48635,"EMS","DIZZINESS"
48636,"Traffic","VEHICLE ACCIDENT -"
48637,"Traffic","DISABLED VEHICLE -"
48638,"Traffic","VEHICLE ACCIDENT -"
48639,"EMS","GENERAL WEAKNESS"
48640,"EMS","HEAD INJURY"
48641,"Traffic","DISABLED VEHICLE -"
48642,"EMS","NAUSEA/VOMITING"
48643,"EMS","FALL VICTIM"
48644,"EMS","CARDIAC EMERGENCY"
48645,"Fire","FIRE INVESTIGATION"
48646,"EMS","RESPIRATORY EMERGENCY"
48647,"Traffic","VEHICLE ACCIDENT -"
48648,"Fire","FIRE ALARM"
48649,"EMS","SEIZURES"
48650,"Traffic","VEHICLE ACCIDENT -"
48651,"Traffic","VEHICLE ACCIDENT -"
48652,"Traffic","HAZARDOUS ROAD CONDITIONS -"
48653,"Traffic","VEHICLE ACCIDENT -"
48654,"Traffic","VEHICLE ACCIDENT -"
48655,"EMS","MEDICAL ALERT ALARM"
48656,"Traffic","DISABLED VEHICLE -"
48657,"Traffic","DISABLED VEHICLE -"
48658,"EMS","CVA/STROKE"
48659,"EMS","FALL VICTIM"
48660,"Traffic","DISABLED VEHICLE -"
48661,"Traffic","VEHICLE ACCIDENT -"
48662,"EMS","BACK PAINS/INJURY"
48663,"Traffic","VEHICLE ACCIDENT -"
48664,"Traffic","VEHICLE ACCIDENT -"
48665,"Traffic","VEHICLE ACCIDENT -"
48666,"Fire","CARBON MONOXIDE DETECTOR"
48667,"Traffic","VEHICLE ACCIDENT -"
48668,"Traffic","VEHICLE ACCIDENT -"
48669,"EMS","SUBJECT IN PAIN"
48670,"Fire","FIRE ALARM"
48671,"EMS","FALL VICTIM"
48672,"EMS","DEHYDRATION"
48673,"EMS","MATERNITY"
48674,"Traffic","VEHICLE ACCIDENT -"
48675,"Traffic","VEHICLE ACCIDENT -"
48676,"EMS","VEHICLE ACCIDENT"
48677,"Traffic","VEHICLE ACCIDENT -"
48678,"EMS","VEHICLE ACCIDENT"
48679,"Traffic","VEHICLE ACCIDENT -"
48680,"Traffic","VEHICLE ACCIDENT -"
48681,"Traffic","VEHICLE ACCIDENT -"
48682,"EMS","FALL VICTIM"
48683,"EMS","NAUSEA/VOMITING"
48684,"Fire","FIRE ALARM"
48685,"EMS","SUBJECT IN PAIN"
48686,"Traffic","VEHICLE ACCIDENT -"
48687,"EMS","RESPIRATORY EMERGENCY"
48688,"Fire","FIRE ALARM"
48689,"EMS","HEAD INJURY"
48690,"EMS","SUBJECT IN PAIN"
48691,"EMS","SYNCOPAL EPISODE"
48692,"EMS","FALL VICTIM"
48693,"EMS","UNKNOWN MEDICAL EMERGENCY"
48694,"Fire","VEHICLE FIRE"
48695,"Fire","FIRE ALARM"
48696,"Traffic","VEHICLE ACCIDENT -"
48697,"Traffic","VEHICLE FIRE -"
48698,"Fire","FIRE ALARM"
48699,"Fire","FIRE ALARM"
48700,"EMS","GENERAL WEAKNESS"
48701,"EMS","RESPIRATORY EMERGENCY"
48702,"EMS","SYNCOPAL EPISODE"
48703,"Fire","BUILDING FIRE"
48704,"Fire","FIRE ALARM"
48705,"EMS","RESPIRATORY EMERGENCY"
48706,"EMS","VEHICLE ACCIDENT"
48707,"Fire","UNKNOWN TYPE FIRE"
48708,"Traffic","VEHICLE ACCIDENT -"
48709,"EMS","HEMORRHAGING"
48710,"EMS","SYNCOPAL EPISODE"
48711,"EMS","HEAD INJURY"
48712,"EMS","HEMORRHAGING"
48713,"EMS","VEHICLE ACCIDENT"
48714,"Traffic","VEHICLE ACCIDENT -"
48715,"EMS","RESPIRATORY EMERGENCY"
48716,"Traffic","VEHICLE ACCIDENT -"
48717,"Fire","FIRE INVESTIGATION"
48718,"EMS","FEVER"
48719,"Traffic","VEHICLE ACCIDENT -"
48720,"EMS","ASSAULT VICTIM"
48721,"EMS","LACERATIONS"
48722,"EMS","RESPIRATORY EMERGENCY"
48723,"EMS","SYNCOPAL EPISODE"
48724,"EMS","FALL VICTIM"
48725,"EMS","MEDICAL ALERT ALARM"
48726,"EMS","VEHICLE ACCIDENT"
48727,"Traffic","VEHICLE ACCIDENT -"
48728,"EMS","SUBJECT IN PAIN"
48729,"Traffic","DISABLED VEHICLE -"
48730,"Fire","FIRE ALARM"
48731,"Fire","VEHICLE ACCIDENT"
48732,"Fire","VEHICLE ACCIDENT"
48733,"Traffic","VEHICLE ACCIDENT -"
48734,"EMS","RESPIRATORY EMERGENCY"
48735,"Fire","FIRE ALARM"
48736,"EMS","MEDICAL ALERT ALARM"
48737,"EMS","CHOKING"
48738,"Traffic","DISABLED VEHICLE -"
48739,"EMS","RESPIRATORY EMERGENCY"
48740,"EMS","SEIZURES"
48741,"Traffic","VEHICLE ACCIDENT -"
48742,"EMS","FALL VICTIM"
48743,"EMS","RESPIRATORY EMERGENCY"
48744,"EMS","RESPIRATORY EMERGENCY"
48745,"EMS","OVERDOSE"
48746,"EMS","CARDIAC EMERGENCY"
48747,"EMS","RESPIRATORY EMERGENCY"
48748,"Fire","FIRE ALARM"
48749,"EMS","FALL VICTIM"
48750,"EMS","ALTERED MENTAL STATUS"
48751,"EMS","FALL VICTIM"
48752,"EMS","OVERDOSE"
48753,"EMS","SEIZURES"
48754,"EMS","FALL VICTIM"
48755,"EMS","CARDIAC ARREST"
48756,"EMS","UNKNOWN MEDICAL EMERGENCY"
48757,"EMS","HEAD INJURY"
48758,"Fire","CARBON MONOXIDE DETECTOR"
48759,"EMS","CARDIAC EMERGENCY"
48760,"EMS","FALL VICTIM"
48761,"EMS","CARDIAC EMERGENCY"
48762,"EMS","CARDIAC EMERGENCY"
48763,"Traffic","VEHICLE ACCIDENT -"
48764,"EMS","RESPIRATORY EMERGENCY"
48765,"EMS","SUBJECT IN PAIN"
48766,"EMS","DIZZINESS"
48767,"Traffic","DISABLED VEHICLE -"
48768,"EMS","RESPIRATORY EMERGENCY"
48769,"EMS","SYNCOPAL EPISODE"
48770,"EMS","FALL VICTIM"
48771,"EMS","CARDIAC EMERGENCY"
48772,"Fire","BUILDING FIRE"
48773,"Traffic","DISABLED VEHICLE -"
48774,"EMS","CARDIAC EMERGENCY"
48775,"EMS","UNCONSCIOUS SUBJECT"
48776,"EMS","RESPIRATORY EMERGENCY"
48777,"Fire","FIRE ALARM"
48778,"EMS","OVERDOSE"
48779,"EMS","CARDIAC EMERGENCY"
48780,"Traffic","VEHICLE ACCIDENT -"
48781,"Fire","VEHICLE ACCIDENT"
48782,"EMS","MATERNITY"
48783,"Traffic","VEHICLE ACCIDENT -"
48784,"Traffic","VEHICLE ACCIDENT -"
48785,"Traffic","VEHICLE ACCIDENT -"
48786,"Traffic","VEHICLE ACCIDENT -"
48787,"EMS","CARDIAC EMERGENCY"
48788,"EMS","SUBJECT IN PAIN"
48789,"EMS","SUBJECT IN PAIN"
48790,"Fire","FIRE INVESTIGATION"
48791,"Traffic","VEHICLE ACCIDENT -"
48792,"Traffic","DISABLED VEHICLE -"
48793,"EMS","CARDIAC EMERGENCY"
48794,"EMS","FALL VICTIM"
48795,"EMS","CVA/STROKE"
48796,"EMS","VEHICLE ACCIDENT"
48797,"Traffic","VEHICLE ACCIDENT -"
48798,"Traffic","VEHICLE ACCIDENT -"
48799,"Fire","FIRE ALARM"
48800,"Fire","FIRE ALARM"
48801,"Traffic","DISABLED VEHICLE -"
48802,"EMS","SUBJECT IN PAIN"
48803,"Fire","FIRE ALARM"
48804,"Fire","FIRE ALARM"
48805,"Traffic","DISABLED VEHICLE -"
48806,"EMS","HEAD INJURY"
48807,"EMS","FALL VICTIM"
48808,"Traffic","VEHICLE ACCIDENT -"
48809,"EMS","HEMORRHAGING"
48810,"EMS","HEMORRHAGING"
48811,"Fire","BUILDING FIRE"
48812,"Traffic","DISABLED VEHICLE -"
48813,"Traffic","DISABLED VEHICLE -"
48814,"EMS","SUBJECT IN PAIN"
48815,"EMS","UNKNOWN MEDICAL EMERGENCY"
48816,"Fire","FIRE ALARM"
48817,"Fire","FIRE ALARM"
48818,"Fire","FIRE INVESTIGATION"
48819,"EMS","RESPIRATORY EMERGENCY"
48820,"Traffic","VEHICLE ACCIDENT -"
48821,"Fire","GAS-ODOR/LEAK"
48822,"Fire","FIRE ALARM"
48823,"Traffic","VEHICLE ACCIDENT -"
48824,"Fire","FIRE ALARM"
48825,"Fire","GAS-ODOR/LEAK"
48826,"Traffic","VEHICLE ACCIDENT -"
48827,"EMS","HEMORRHAGING"
48828,"Traffic","VEHICLE ACCIDENT -"
48829,"EMS","ALTERED MENTAL STATUS"
48830,"Traffic","ROAD OBSTRUCTION -"
48831,"EMS","MEDICAL ALERT ALARM"
48832,"EMS","FALL VICTIM"
48833,"Traffic","ROAD OBSTRUCTION -"
48834,"EMS","ALTERED MENTAL STATUS"
48835,"EMS","HEAD INJURY"
48836,"Traffic","DISABLED VEHICLE -"
48837,"Traffic","ROAD OBSTRUCTION -"
48838,"Traffic","VEHICLE ACCIDENT -"
48839,"EMS","GENERAL WEAKNESS"
48840,"Fire","FIRE ALARM"
48841,"Traffic","DISABLED VEHICLE -"
48842,"EMS","OVERDOSE"
48843,"EMS","GENERAL WEAKNESS"
48844,"Traffic","VEHICLE ACCIDENT -"
48845,"Fire","BUILDING FIRE"
48846,"EMS","HEAD INJURY"
48847,"Fire","ELECTRICAL FIRE OUTSIDE"
48848,"Traffic","VEHICLE ACCIDENT -"
48849,"EMS","GENERAL WEAKNESS"
48850,"Fire","APPLIANCE FIRE"
48851,"Fire","CARBON MONOXIDE DETECTOR"
48852,"Traffic","HAZARDOUS ROAD CONDITIONS -"
48853,"EMS","GENERAL WEAKNESS"
48854,"EMS","OVERDOSE"
48855,"EMS","CARDIAC EMERGENCY"
48856,"Traffic","VEHICLE ACCIDENT -"
48857,"Traffic","HAZARDOUS ROAD CONDITIONS -"
48858,"EMS","SUBJECT IN PAIN"
48859,"EMS","UNCONSCIOUS SUBJECT"
48860,"Traffic","DISABLED VEHICLE -"
48861,"Traffic","VEHICLE ACCIDENT -"
48862,"EMS","RESPIRATORY EMERGENCY"
48863,"Fire","GAS-ODOR/LEAK"
48864,"Traffic","ROAD OBSTRUCTION -"
48865,"EMS","SUBJECT IN PAIN"
48866,"EMS","FALL VICTIM"
48867,"EMS","RESPIRATORY EMERGENCY"
48868,"EMS","RESPIRATORY EMERGENCY"
48869,"Traffic","VEHICLE ACCIDENT -"
48870,"Traffic","VEHICLE FIRE -"
48871,"EMS","CHOKING"
48872,"Traffic","VEHICLE ACCIDENT -"
48873,"Traffic","VEHICLE ACCIDENT -"
48874,"EMS","VEHICLE ACCIDENT"
48875,"Traffic","VEHICLE ACCIDENT -"
48876,"EMS","CARDIAC EMERGENCY"
48877,"EMS","HEAD INJURY"
48878,"Fire","FIRE ALARM"
48879,"EMS","ALTERED MENTAL STATUS"
48880,"Traffic","VEHICLE ACCIDENT -"
48881,"EMS","BACK PAINS/INJURY"
48882,"EMS","CVA/STROKE"
48883,"Traffic","VEHICLE ACCIDENT -"
48884,"EMS","SYNCOPAL EPISODE"
48885,"EMS","ALTERED MENTAL STATUS"
48886,"EMS","ALLERGIC REACTION"
48887,"EMS","CARDIAC ARREST"
48888,"EMS","RESPIRATORY EMERGENCY"
48889,"Traffic","VEHICLE ACCIDENT -"
48890,"Fire","FIRE ALARM"
48891,"EMS","HEAD INJURY"
48892,"EMS","BACK PAINS/INJURY"
48893,"EMS","CARDIAC EMERGENCY"
48894,"EMS","FEVER"
48895,"EMS","HEAD INJURY"
48896,"Traffic","VEHICLE ACCIDENT -"
48897,"EMS","UNCONSCIOUS SUBJECT"
48898,"Traffic","VEHICLE ACCIDENT -"
48899,"EMS","CARDIAC EMERGENCY"
48900,"EMS","CVA/STROKE"
48901,"EMS","HEMORRHAGING"
48902,"Traffic","VEHICLE ACCIDENT -"
48903,"Traffic","VEHICLE ACCIDENT -"
48904,"EMS","CVA/STROKE"
48905,"EMS","CARDIAC EMERGENCY"
48906,"EMS","SUBJECT IN PAIN"
48907,"EMS","DIABETIC EMERGENCY"
48908,"Traffic","DISABLED VEHICLE -"
48909,"Traffic","VEHICLE ACCIDENT -"
48910,"Traffic","VEHICLE ACCIDENT -"
48911,"EMS","UNKNOWN MEDICAL EMERGENCY"
48912,"EMS","SYNCOPAL EPISODE"
48913,"Fire","APPLIANCE FIRE"
48914,"EMS","GENERAL WEAKNESS"
48915,"EMS","VEHICLE ACCIDENT"
48916,"Traffic","VEHICLE ACCIDENT -"
48917,"Fire","VEHICLE FIRE"
48918,"EMS","UNKNOWN MEDICAL EMERGENCY"
48919,"Traffic","VEHICLE ACCIDENT -"
48920,"Fire","VEHICLE LEAKING FUEL"
48921,"Traffic","VEHICLE ACCIDENT -"
48922,"Traffic","VEHICLE ACCIDENT -"
48923,"Traffic","VEHICLE ACCIDENT -"
48924,"Traffic","VEHICLE LEAKING FUEL -"
48925,"EMS","HEAD INJURY"
48926,"EMS","ALTERED MENTAL STATUS"
48927,"Traffic","VEHICLE ACCIDENT -"
48928,"EMS","FRACTURE"
48929,"Traffic","VEHICLE ACCIDENT -"
48930,"EMS","ALLERGIC REACTION"
48931,"EMS","ALTERED MENTAL STATUS"
48932,"Traffic","VEHICLE ACCIDENT -"
48933,"Traffic","VEHICLE ACCIDENT -"
48934,"EMS","CVA/STROKE"
48935,"Traffic","ROAD OBSTRUCTION -"
48936,"Traffic","VEHICLE ACCIDENT -"
48937,"Traffic","VEHICLE ACCIDENT -"
48938,"Traffic","ROAD OBSTRUCTION -"
48939,"EMS","GENERAL WEAKNESS"
48940,"Traffic","VEHICLE ACCIDENT -"
48941,"Traffic","VEHICLE ACCIDENT -"
48942,"EMS","VEHICLE ACCIDENT"
48943,"Fire","FIRE ALARM"
48944,"EMS","UNKNOWN MEDICAL EMERGENCY"
48945,"Traffic","DISABLED VEHICLE -"
48946,"EMS","OVERDOSE"
48947,"EMS","SUBJECT IN PAIN"
48948,"EMS","UNRESPONSIVE SUBJECT"
48949,"Traffic","VEHICLE ACCIDENT -"
48950,"Traffic","VEHICLE ACCIDENT -"
48951,"Fire","VEHICLE ACCIDENT"
48952,"EMS","CARDIAC EMERGENCY"
48953,"EMS","RESPIRATORY EMERGENCY"
48954,"EMS","VEHICLE ACCIDENT"
48955,"Traffic","DISABLED VEHICLE -"
48956,"Traffic","VEHICLE ACCIDENT -"
48957,"EMS","MEDICAL ALERT ALARM"
48958,"EMS","UNKNOWN MEDICAL EMERGENCY"
48959,"EMS","CARDIAC EMERGENCY"
48960,"Traffic","VEHICLE ACCIDENT -"
48961,"EMS","POISONING"
48962,"Traffic","VEHICLE ACCIDENT -"
48963,"Traffic","VEHICLE ACCIDENT -"
48964,"EMS","RESPIRATORY EMERGENCY"
48965,"Fire","FIRE ALARM"
48966,"Traffic","VEHICLE ACCIDENT -"
48967,"Traffic","DISABLED VEHICLE -"
48968,"EMS","SYNCOPAL EPISODE"
48969,"EMS","SUBJECT IN PAIN"
48970,"Traffic","VEHICLE ACCIDENT -"
48971,"Traffic","VEHICLE ACCIDENT -"
48972,"Traffic","VEHICLE ACCIDENT -"
48973,"EMS","CVA/STROKE"
48974,"EMS","FALL VICTIM"
48975,"EMS","MEDICAL ALERT ALARM"
48976,"Traffic","VEHICLE ACCIDENT -"
48977,"Traffic","DISABLED VEHICLE -"
48978,"Traffic","VEHICLE ACCIDENT -"
48979,"Traffic","VEHICLE ACCIDENT -"
48980,"EMS","ABDOMINAL PAINS"
48981,"EMS","FALL VICTIM"
48982,"Traffic","VEHICLE ACCIDENT -"
48983,"EMS","CHOKING"
48984,"Traffic","VEHICLE ACCIDENT -"
48985,"Traffic","VEHICLE ACCIDENT -"
48986,"EMS","ALTERED MENTAL STATUS"
48987,"EMS","CARDIAC EMERGENCY"
48988,"EMS","GENERAL WEAKNESS"
48989,"EMS","GENERAL WEAKNESS"
48990,"EMS","FEVER"
48991,"Traffic","VEHICLE ACCIDENT -"
48992,"Fire","GAS-ODOR/LEAK"
48993,"Fire","FIRE ALARM"
48994,"EMS","HEAD INJURY"
48995,"EMS","VEHICLE ACCIDENT"
48996,"EMS","LACERATIONS"
48997,"Fire","FIRE ALARM"
48998,"Traffic","VEHICLE ACCIDENT -"
48999,"EMS","SUBJECT IN PAIN"
49000,"Traffic","DISABLED VEHICLE -"
49001,"Traffic","VEHICLE ACCIDENT -"
49002,"Traffic","VEHICLE ACCIDENT -"
49003,"Traffic","VEHICLE ACCIDENT -"
49004,"EMS","RESPIRATORY EMERGENCY"
49005,"EMS","RESPIRATORY EMERGENCY"
49006,"Traffic","VEHICLE ACCIDENT -"
49007,"Fire","APPLIANCE FIRE"
49008,"EMS","CARDIAC EMERGENCY"
49009,"EMS","MATERNITY"
49010,"Traffic","VEHICLE ACCIDENT -"
49011,"EMS","FALL VICTIM"
49012,"EMS","HEAD INJURY"
49013,"Fire","FIRE ALARM"
49014,"Traffic","VEHICLE ACCIDENT -"
49015,"Traffic","VEHICLE ACCIDENT -"
49016,"Traffic","DISABLED VEHICLE -"
49017,"Traffic","VEHICLE ACCIDENT -"
49018,"Fire","GAS-ODOR/LEAK"
49019,"EMS","CARDIAC EMERGENCY"
49020,"Traffic","VEHICLE ACCIDENT -"
49021,"EMS","LACERATIONS"
49022,"EMS","ALTERED MENTAL STATUS"
49023,"EMS","CARDIAC EMERGENCY"
49024,"EMS","HEAD INJURY"
49025,"Traffic","VEHICLE ACCIDENT -"
49026,"EMS","CHOKING"
49027,"Traffic","VEHICLE ACCIDENT -"
49028,"EMS","SUBJECT IN PAIN"
49029,"EMS","CVA/STROKE"
49030,"EMS","RESPIRATORY EMERGENCY"
49031,"Traffic","DISABLED VEHICLE -"
49032,"EMS","CARDIAC ARREST"
49033,"EMS","HEMORRHAGING"
49034,"EMS","STABBING"
49035,"Fire","FIRE ALARM"
49036,"EMS","CARDIAC EMERGENCY"
49037,"EMS","DIABETIC EMERGENCY"
49038,"EMS","FALL VICTIM"
49039,"EMS","HEAD INJURY"
49040,"EMS","SUBJECT IN PAIN"
49041,"EMS","CARDIAC EMERGENCY"
49042,"EMS","ASSAULT VICTIM"
49043,"EMS","RESPIRATORY EMERGENCY"
49044,"Traffic","ROAD OBSTRUCTION -"
49045,"EMS","ALTERED MENTAL STATUS"
49046,"EMS","OVERDOSE"
49047,"EMS","ABDOMINAL PAINS"
49048,"EMS","SYNCOPAL EPISODE"
49049,"EMS","ABDOMINAL PAINS"
49050,"EMS","CARDIAC EMERGENCY"
49051,"EMS","UNCONSCIOUS SUBJECT"
49052,"EMS","FALL VICTIM"
49053,"EMS","FALL VICTIM"
49054,"EMS","CARDIAC EMERGENCY"
49055,"Traffic","ROAD OBSTRUCTION -"
49056,"EMS","ALTERED MENTAL STATUS"
49057,"EMS","FALL VICTIM"
49058,"EMS","FALL VICTIM"
49059,"EMS","HEAD INJURY"
49060,"EMS","RESPIRATORY EMERGENCY"
49061,"EMS","CARDIAC EMERGENCY"
49062,"EMS","ABDOMINAL PAINS"
49063,"EMS","SYNCOPAL EPISODE"
49064,"EMS","UNKNOWN MEDICAL EMERGENCY"
49065,"EMS","RESPIRATORY EMERGENCY"
49066,"EMS","HEMORRHAGING"
49067,"Fire","FIRE ALARM"
49068,"EMS","SUBJECT IN PAIN"
49069,"EMS","CARDIAC EMERGENCY"
49070,"EMS","ALTERED MENTAL STATUS"
49071,"EMS","SUBJECT IN PAIN"
49072,"EMS","GENERAL WEAKNESS"
49073,"EMS","NAUSEA/VOMITING"
49074,"EMS","FALL VICTIM"
49075,"EMS","NAUSEA/VOMITING"
49076,"EMS","VEHICLE ACCIDENT"
49077,"Fire","FIRE POLICE NEEDED"
49078,"Fire","VEHICLE ACCIDENT"
49079,"Traffic","VEHICLE ACCIDENT -"
49080,"EMS","DIZZINESS"
49081,"Fire","FIRE ALARM"
49082,"Traffic","VEHICLE ACCIDENT -"
49083,"Fire","GAS-ODOR/LEAK"
49084,"EMS","SUBJECT IN PAIN"
49085,"EMS","SUBJECT IN PAIN"
49086,"EMS","HEAD INJURY"
49087,"EMS","VEHICLE ACCIDENT"
49088,"Traffic","VEHICLE ACCIDENT -"
49089,"Traffic","VEHICLE ACCIDENT -"
49090,"EMS","RESPIRATORY EMERGENCY"
49091,"Fire","VEHICLE ACCIDENT"
49092,"Traffic","DISABLED VEHICLE -"
49093,"Traffic","VEHICLE ACCIDENT -"
49094,"EMS","CARDIAC EMERGENCY"
49095,"EMS","FALL VICTIM"
49096,"EMS","HEAD INJURY"
49097,"Fire","BUILDING FIRE"
49098,"Fire","FIRE ALARM"
49099,"Traffic","DISABLED VEHICLE -"
49100,"EMS","VEHICLE ACCIDENT"
49101,"Fire","VEHICLE ACCIDENT"
49102,"Traffic","VEHICLE ACCIDENT -"
49103,"Traffic","VEHICLE ACCIDENT -"
49104,"Fire","VEHICLE ACCIDENT"
49105,"EMS","FALL VICTIM"
49106,"EMS","VEHICLE ACCIDENT"
49107,"Traffic","VEHICLE ACCIDENT -"
49108,"EMS","SEIZURES"
49109,"Traffic","VEHICLE ACCIDENT -"
49110,"Fire","FIRE ALARM"
49111,"EMS","CARDIAC EMERGENCY"
49112,"Traffic","VEHICLE ACCIDENT -"
49113,"EMS","FIRE SPECIAL SERVICE"
49114,"Fire","FIRE SPECIAL SERVICE"
49115,"Traffic","VEHICLE ACCIDENT -"
49116,"Traffic","DISABLED VEHICLE -"
49117,"Traffic","DISABLED VEHICLE -"
49118,"EMS","CARDIAC EMERGENCY"
49119,"EMS","FALL VICTIM"
49120,"Traffic","VEHICLE ACCIDENT -"
49121,"Fire","FIRE POLICE NEEDED"
49122,"Traffic","VEHICLE ACCIDENT -"
49123,"Fire","FIRE POLICE NEEDED"
49124,"EMS","CARDIAC EMERGENCY"
49125,"EMS","SYNCOPAL EPISODE"
49126,"EMS","CARDIAC EMERGENCY"
49127,"EMS","SYNCOPAL EPISODE"
49128,"EMS","SUBJECT IN PAIN"
49129,"EMS","SYNCOPAL EPISODE"
49130,"Fire","FIRE INVESTIGATION"
49131,"EMS","CARDIAC EMERGENCY"
49132,"Fire","FIRE ALARM"
49133,"Fire","GAS-ODOR/LEAK"
49134,"Traffic","ROAD OBSTRUCTION -"
49135,"EMS","BACK PAINS/INJURY"
49136,"Fire","GAS-ODOR/LEAK"
49137,"Traffic","DISABLED VEHICLE -"
49138,"EMS","CARDIAC ARREST"
49139,"EMS","HEAD INJURY"
49140,"Fire","VEHICLE LEAKING FUEL"
49141,"EMS","HEAD INJURY"
49142,"EMS","SYNCOPAL EPISODE"
49143,"EMS","VEHICLE ACCIDENT"
49144,"Traffic","VEHICLE ACCIDENT -"
49145,"Traffic","VEHICLE LEAKING FUEL -"
49146,"EMS","CARDIAC EMERGENCY"
49147,"EMS","MEDICAL ALERT ALARM"
49148,"Traffic","VEHICLE ACCIDENT -"
49149,"EMS","NAUSEA/VOMITING"
49150,"EMS","DEHYDRATION"
49151,"Traffic","VEHICLE ACCIDENT -"
49152,"EMS","SUBJECT IN PAIN"
49153,"EMS","ABDOMINAL PAINS"
49154,"Traffic","VEHICLE ACCIDENT -"
49155,"EMS","ASSAULT VICTIM"
49156,"EMS","FRACTURE"
49157,"EMS","CARDIAC EMERGENCY"
49158,"EMS","SUBJECT IN PAIN"
49159,"EMS","RESPIRATORY EMERGENCY"
49160,"Fire","FIRE INVESTIGATION"
49161,"EMS","ALTERED MENTAL STATUS"
49162,"EMS","HEAD INJURY"
49163,"EMS","POISONING"
49164,"EMS","VEHICLE ACCIDENT"
49165,"Fire","VEHICLE ACCIDENT"
49166,"Traffic","VEHICLE ACCIDENT -"
49167,"Traffic","VEHICLE ACCIDENT -"
49168,"EMS","VEHICLE ACCIDENT"
49169,"Traffic","VEHICLE ACCIDENT -"
49170,"EMS","CARDIAC EMERGENCY"
49171,"EMS","CARDIAC EMERGENCY"
49172,"EMS","DIZZINESS"
49173,"EMS","FALL VICTIM"
49174,"Fire","FIRE ALARM"
49175,"Traffic","DISABLED VEHICLE -"
49176,"EMS","UNKNOWN MEDICAL EMERGENCY"
49177,"Traffic","VEHICLE ACCIDENT -"
49178,"EMS","CVA/STROKE"
49179,"Fire","FIRE ALARM"
49180,"Traffic","VEHICLE ACCIDENT -"
49181,"EMS","RESPIRATORY EMERGENCY"
49182,"EMS","FALL VICTIM"
49183,"Traffic","VEHICLE ACCIDENT -"
49184,"Traffic","VEHICLE ACCIDENT -"
49185,"Traffic","VEHICLE ACCIDENT -"
49186,"EMS","RESPIRATORY EMERGENCY"
49187,"EMS","HEAD INJURY"
49188,"Fire","FIRE ALARM"
49189,"Traffic","VEHICLE ACCIDENT -"
49190,"EMS","RESPIRATORY EMERGENCY"
49191,"Traffic","VEHICLE ACCIDENT -"
49192,"EMS","ASSAULT VICTIM"
